State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
California,5272.518472,No,Basic,Doctor,Employed,M,85607.0,Rural,Single,66.0,26.0,1.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,2
California,6712.294021,No,Extended,Bachelor,Employed,F,44891.0,Rural,Married,83.0,12.0,75.0,0.0,6.0,Personal Auto,Personal L3,Offer3,Call Center,74.803791,Four-Door Car,Medsize,1
Washington,8188.976575999999,No,Basic,College,Employed,M,89061.0,Suburban,Divorced,103.0,19.0,88.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Web,565.267705,SUV,Small,0
Arizona,14429.89284,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,170.5,4.0,31.0,0.0,8.5,Personal Auto,Personal L2,Offer4,Agent,962.159318,Luxury Car,Small,2
Oregon,3713.803592,No,Extended,High School or Below,Employed,M,93308.0,Suburban,Married,92.0,20.0,56.00000000000001,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,441.6,Four-Door Car,Medsize,2
Arizona,7590.050088999999,No,Basic,High School or Below,Disabled,M,10375.0,Suburban,Married,66.0,10.0,95.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,0
Oregon,2795.735679,No,Basic,Master,Employed,M,85950.0,Rural,Divorced,69.0,5.0,61.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,47.70723,Four-Door Car,Small,2
Nevada,8640.753192,No,Basic,Bachelor,Employed,F,33402.0,Rural,Married,109.0,7.0,66.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Web,71.053011,SUV,Small,3
Washington,2624.896858,No,Basic,High School or Below,Medical Leave,M,18129.0,Suburban,Divorced,71.0,23.0,59.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,340.8,Two-Door Car,Large,0
Oregon,4815.020779,No,Basic,College,Unemployed,M,0.0,Suburban,Single,66.0,29.0,57.99999999999999,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,711.8026,Two-Door Car,Small,0
California,4460.418492,No,Basic,College,Unemployed,F,0.0,Suburban,Divorced,65.0,24.0,45.0,0.0,4.0,Corporate Auto,Corporate L3,Offer3,Branch,312.0,Four-Door Car,Small,1
Arizona,6047.02516,Yes,Extended,College,Employed,M,20396.0,Suburban,Married,76.0,15.0,60.0,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,2
Oregon,8221.870429,No,Premium,Master,Medical Leave,F,13376.0,Suburban,Single,108.0,13.0,75.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,774.714929,Four-Door Car,Small,1
California,6798.272436,No,Extended,College,Employed,F,32517.0,Suburban,Single,94.0,11.0,52.99999999999999,0.0,3.0,Special Auto,Special L3,Offer1,Branch,451.2,Four-Door Car,Small,1
California,12817.41348,No,Basic,College,Employed,M,28650.999999999996,Urban,Single,67.0,4.0,25.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,302.272725,Four-Door Car,Medsize,2
Arizona,5219.886414,No,Basic,Bachelor,Employed,F,64963.99999999999,Urban,Single,66.0,9.0,84.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Call Center,286.967405,Four-Door Car,Medsize,1
Nevada,6140.242989,No,Extended,College,Employed,F,34112.0,Suburban,Married,77.0,32.0,68.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Small,1
Arizona,3756.6387700000005,No,Basic,College,Unemployed,F,0.0,Suburban,Married,108.0,32.0,49.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,718.383,SUV,Medsize,3
California,7356.559341,No,Extended,High School or Below,Employed,M,81145.0,Urban,Married,92.0,34.0,92.0,0.0,8.0,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,0
California,16387.34622375,No,Extended,Master,Employed,F,39894.0,Urban,Married,134.0,23.0,87.0,0.0,2.0,Corporate Auto,Corporate L1,Offer3,Branch,411.077415,SUV,Medsize,3
California,7057.463184,No,Extended,High School or Below,Employed,M,52447.0,Rural,Single,90.0,5.0,57.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,61.585668,Four-Door Car,Medsize,2
California,11005.02349,No,Basic,College,Unemployed,M,0.0,Suburban,Single,69.0,31.0,69.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,496.8,Four-Door Car,Medsize,2
California,5563.771927,No,Basic,College,Employed,M,35398.0,Suburban,Divorced,71.0,26.0,41.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Agent,340.8,Four-Door Car,Medsize,2
Oregon,7451.479991,No,Basic,High School or Below,Medical Leave,F,26239.000000000004,Suburban,Married,65.0,11.0,39.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,1
Arizona,5181.054467,No,Basic,College,Unemployed,F,0.0,Suburban,Married,70.0,4.0,64.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Branch,336.0,Four-Door Car,Large,1
Washington,12584.00638,No,Basic,Master,Employed,M,83013.0,Rural,Married,103.0,2.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,155.125923,SUV,Medsize,0
California,13057.01188,No,Basic,College,Unemployed,M,0.0,Suburban,Single,170.5,9.0,67.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Branch,964.2628512499998,Luxury SUV,Small,0
Arizona,16387.34622375,No,Extended,High School or Below,Employed,F,86205.0,Suburban,Single,170.5,8.0,67.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Agent,964.2628512499998,Luxury Car,Small,1
Nevada,2757.383982,No,Basic,College,Employed,M,50414.00000000001,Suburban,Married,69.0,25.0,34.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,2
California,7535.425190000001,No,Basic,Doctor,Employed,M,37496.0,Suburban,Single,65.0,1.0,36.0,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Agent,312.0,Two-Door Car,Small,0
Oregon,2826.804029,No,Basic,High School or Below,Employed,F,24224.0,Suburban,Divorced,71.0,7.0,64.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,511.2,Two-Door Car,Small,3
California,7326.544855,No,Extended,Bachelor,Employed,M,62338.0,Rural,Married,92.0,9.0,61.0,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Agent,4.216231,Four-Door Car,Medsize,2
Oregon,6633.137616,No,Extended,College,Employed,M,63483.0,Rural,Married,83.0,4.0,84.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Branch,85.073541,Four-Door Car,Medsize,2
Arizona,2485.886754,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,70.0,24.0,57.99999999999999,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,504.00000000000006,Two-Door Car,Medsize,0
Oregon,8598.185237,No,Basic,High School or Below,Employed,M,38113.0,Urban,Married,73.0,4.0,34.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Agent,203.640251,Four-Door Car,Large,2
Arizona,8586.801328,No,Basic,High School or Below,Employed,F,38676.0,Rural,Married,72.0,24.0,33.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Branch,146.124719,Four-Door Car,Medsize,1
Arizona,2417.777032,No,Basic,Master,Employed,F,20200.0,Suburban,Single,65.0,3.0,51.00000000000001,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medsize,3
Arizona,2693.663643,No,Basic,College,Employed,M,29038.000000000004,Rural,Married,69.0,14.0,61.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,56.351667,Four-Door Car,Medsize,2
Arizona,7179.22522,No,Extended,Master,Employed,M,23179.0,Suburban,Divorced,91.0,11.0,79.0,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Agent,436.8,Two-Door Car,Medsize,0
Oregon,10629.33736,No,Extended,Doctor,Employed,M,56598.0,Rural,Married,88.0,29.0,28.999999999999996,0.0,2.0,Personal Auto,Personal L2,Offer4,Web,92.966783,Four-Door Car,Medsize,2
Arizona,2710.918992,No,Extended,College,Unemployed,M,0.0,Suburban,Single,76.0,11.0,38.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Call Center,547.2,Two-Door Car,Medsize,0
Oregon,7724.052993000001,No,Basic,Bachelor,Employed,F,46988.0,Rural,Single,170.5,8.0,69.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Call Center,294.762659,Luxury SUV,Medsize,3
California,2241.108638,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,63.0,5.0,7.000000000000001,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,453.6,Two-Door Car,Medsize,3
Oregon,16387.34622375,No,Basic,High School or Below,Employed,F,59130.0,Urban,Married,116.99999999999999,21.0,7.000000000000001,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Call Center,436.533172,Sports Car,Medsize,3
Washington,5348.30258,No,Basic,Bachelor,Employed,M,31572.0,Urban,Married,70.0,14.0,95.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,292.434826,Four-Door Car,Medsize,2
California,5251.152281,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,72.0,21.0,65.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,1
California,4686.807406,No,Premium,Bachelor,Employed,M,32646.000000000004,Urban,Married,119.00000000000001,25.0,84.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,464.99983,Four-Door Car,Medsize,2
Arizona,7148.331333,No,Basic,Bachelor,Employed,F,51791.0,Rural,Married,170.5,10.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,422.960234,Luxury Car,Medsize,1
Washington,5028.575209,No,Basic,High School or Below,Employed,M,70828.0,Suburban,Married,62.0,8.0,18.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Branch,297.6,Four-Door Car,Small,2
Oregon,2415.415525,No,Basic,College,Employed,F,40903.0,Suburban,Married,61.0,12.0,5.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small,1
California,7545.548643000001,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,106.0,19.0,67.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Agent,631.108223,SUV,Medsize,3
California,5264.425866,No,Basic,High School or Below,Employed,F,24031.0,Suburban,Married,66.0,32.0,37.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Call Center,316.8,Four-Door Car,Small,1
Oregon,4474.48438,No,Basic,High School or Below,Employed,M,84927.0,Suburban,Married,112.0,26.999999999999996,83.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,537.6,SUV,Small,0
Oregon,16387.34622375,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Married,72.0,20.0,11.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,510.9769130000001,Two-Door Car,Small,3
California,2902.622439,No,Basic,College,Employed,F,23893.0,Urban,Married,73.0,19.0,21.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,186.292275,Four-Door Car,Medsize,1
Arizona,10876.4794,No,Extended,Doctor,Employed,M,71255.0,Rural,Single,138.0,28.0,16.0,0.0,4.0,Personal Auto,Personal L1,Offer1,Agent,138.633681,Sports Car,Medsize,0
Nevada,4413.285858,No,Basic,College,Employed,F,37697.0,Rural,Married,112.0,35.0,8.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,38.403843,SUV,Small,3
Arizona,12504.49422,No,Premium,College,Employed,M,33746.0,Suburban,Married,106.0,29.0,23.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,508.8,Two-Door Car,Medsize,0
Washington,7462.926262999999,Yes,Extended,College,Employed,F,70263.0,Rural,Married,93.0,30.0,66.0,0.0,5.0,Personal Auto,Personal L1,Offer2,Call Center,7.345946,Two-Door Car,Small,3
Oregon,4690.793868,No,Premium,Bachelor,Employed,M,43367.0,Suburban,Divorced,118.0,6.0,20.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,964.2628512499998,Four-Door Car,Medsize,2
California,2943.045259,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Single,81.0,26.0,23.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,388.8,Two-Door Car,Large,3
Oregon,5003.336664,No,Basic,Doctor,Unemployed,F,0.0,Suburban,Married,66.0,12.0,20.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Agent,445.19869,Four-Door Car,Small,1
Nevada,13466.92071,Yes,Basic,High School or Below,Disabled,F,11432.0,Suburban,Married,119.00000000000001,11.0,9.0,0.0,2.0,Special Auto,Special L2,Offer2,Agent,571.2,SUV,Small,3
California,3386.186515,No,Extended,College,Employed,M,67249.0,Rural,Divorced,86.0,25.0,4.0,0.0,1.0,Special Auto,Special L1,Offer3,Web,33.894695,Four-Door Car,Medsize,2
California,5503.440723,No,Basic,Bachelor,Employed,F,76839.0,Suburban,Married,68.0,12.0,85.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,326.4,Four-Door Car,Medsize,1
California,4739.34663,No,Premium,Bachelor,Employed,F,49447.0,Suburban,Married,119.00000000000001,9.0,48.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,762.007253,Four-Door Car,Medsize,1
Nevada,15777.887019999998,No,Basic,High School or Below,Employed,F,98713.0,Urban,Married,65.0,3.0,91.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,289.894293,Two-Door Car,Medsize,3
Oregon,2619.865336,No,Basic,Bachelor,Employed,M,26093.999999999996,Rural,Married,67.0,16.0,84.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Branch,2.028223,Two-Door Car,Medsize,0
California,15445.66166,No,Basic,Master,Employed,M,26990.0,Urban,Married,65.0,9.0,60.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Agent,297.864823,Four-Door Car,Medsize,2
Washington,3355.528168,No,Extended,College,Employed,F,46644.0,Rural,Married,84.0,34.0,19.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,150.688024,Four-Door Car,Medsize,1
California,2874.08847,No,Basic,Master,Employed,F,33462.0,Rural,Married,72.0,12.0,9.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,112.425578,Four-Door Car,Medsize,1
Oregon,2846.645431,No,Basic,Bachelor,Employed,F,66880.0,Suburban,Married,71.0,7.0,54.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,340.8,Four-Door Car,Medsize,1
Arizona,16387.34622375,No,Basic,Bachelor,Employed,M,88680.0,Urban,Married,66.0,5.0,66.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,201.762191,Four-Door Car,Medsize,2
Oregon,5313.467001,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,79.0,4.0,78.0,0.0,4.0,Corporate Auto,Corporate L2,Offer1,Branch,568.8,Two-Door Car,Medsize,0
Washington,3730.1449160000006,No,Extended,College,Employed,M,75132.0,Suburban,Married,93.0,7.0,33.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,446.4,Four-Door Car,Medsize,2
California,9031.214859,Yes,Extended,Master,Unemployed,F,0.0,Suburban,Single,122.0,15.0,47.0,0.0,8.5,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize,3
California,5931.28489,No,Basic,High School or Below,Employed,F,56617.0,Suburban,Married,74.0,18.0,24.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Call Center,355.2,Four-Door Car,Small,1
California,9429.080755,No,Extended,College,Employed,F,75638.0,Rural,Divorced,83.0,6.0,52.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Agent,108.69654,Four-Door Car,Medsize,1
California,7613.049818999999,No,Basic,Bachelor,Disabled,F,24982.0,Suburban,Married,109.0,20.0,52.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Web,523.2,SUV,Medsize,3
Washington,3313.014405,No,Extended,High School or Below,Employed,F,40348.0,Rural,Married,83.0,6.0,56.00000000000001,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,26.314753,Four-Door Car,Medsize,1
Arizona,7317.014254000001,No,Basic,College,Employed,F,24083.0,Suburban,Divorced,63.0,22.0,2.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,340.453606,Four-Door Car,Small,1
Oregon,2665.737082,No,Basic,Bachelor,Employed,F,81538.0,Urban,Divorced,66.0,3.0,46.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Call Center,272.844816,Four-Door Car,Small,1
Oregon,3230.576665,Yes,Extended,College,Employed,M,62873.0,Urban,Divorced,81.0,0.0,41.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize,2
Oregon,16387.34622375,No,Premium,High School or Below,Employed,M,66245.0,Rural,Married,145.0,22.0,57.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,181.501424,SUV,Medsize,0
Oregon,10595.81033,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Divorced,102.0,22.0,20.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,734.4,SUV,Small,0
California,5999.380228,No,Premium,College,Disabled,M,26303.000000000004,Suburban,Divorced,165.0,16.0,47.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,956.589903,SUV,Small,0
California,16387.34622375,No,Basic,Bachelor,Employed,F,58620.0,Suburban,Married,71.0,11.0,51.00000000000001,0.0,2.0,Corporate Auto,Corporate L2,Offer3,Call Center,340.8,Four-Door Car,Medsize,1
California,3954.344534,Yes,Basic,Bachelor,Disabled,M,18375.0,Suburban,Married,103.0,8.0,50.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,0
Nevada,3589.372361,No,Extended,College,Employed,F,30944.0,Urban,Divorced,92.0,15.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,348.216284,Four-Door Car,Small,1
Arizona,7329.777553999999,No,Premium,College,Employed,M,59630.0,Suburban,Married,170.5,9.0,67.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,888.0,SUV,Medsize,0
Nevada,7380.570445000001,No,Basic,Bachelor,Employed,F,53957.0,Rural,Married,170.5,19.0,80.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,61.554272,Luxury SUV,Medsize,1
Oregon,7472.672033,No,Extended,High School or Below,Employed,M,44385.0,Suburban,Single,97.0,6.0,31.0,0.0,7.0,Corporate Auto,Corporate L3,Offer4,Call Center,465.6,Four-Door Car,Small,2
Oregon,8500.12195,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,119.00000000000001,1.0,57.99999999999999,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,856.8,Sports Car,Medsize,0
California,16387.34622375,No,Premium,High School or Below,Employed,F,25561.0,Suburban,Married,163.0,3.0,25.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,964.2628512499998,SUV,Medsize,3
California,5846.114411,No,Premium,High School or Below,Employed,M,85956.0,Urban,Married,145.0,0.0,85.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Call Center,510.381882,SUV,Small,0
Arizona,2231.786517,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,61.0,26.0,79.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,311.404068,Four-Door Car,Small,1
Oregon,4864.527356,No,Extended,Bachelor,Employed,M,37406.0,Suburban,Married,122.0,23.0,38.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Call Center,964.2628512499998,SUV,Small,0
California,4594.292826,No,Basic,High School or Below,Employed,F,39053.0,Suburban,Married,114.0,5.0,66.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,547.2,Sports Car,Medsize,3
Oregon,3044.003202,No,Extended,High School or Below,Employed,M,24475.0,Suburban,Single,84.0,11.0,55.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,604.8,Four-Door Car,Medsize,2
Washington,2759.978287,Yes,Basic,Bachelor,Employed,M,92296.0,Suburban,Married,69.0,4.0,65.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Medsize,0
Oregon,11064.29047,No,Extended,High School or Below,Employed,M,29484.000000000004,Suburban,Married,93.0,19.0,51.00000000000001,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,446.4,Two-Door Car,Medsize,0
California,7555.828789,No,Premium,College,Unemployed,M,0.0,Suburban,Single,114.0,19.0,50.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize,2
Oregon,7469.557777000001,No,Extended,College,Employed,M,48088.0,Rural,Married,94.0,25.0,73.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Web,134.828318,Two-Door Car,Medsize,0
California,4920.492369,No,Basic,Bachelor,Employed,M,21366.0,Suburban,Married,63.0,20.0,47.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Branch,302.4,Two-Door Car,Small,0
Arizona,12298.6863,Yes,Basic,High School or Below,Medical Leave,M,17101.0,Suburban,Single,112.99999999999999,1.0,88.0,0.0,2.0,Special Auto,Special L3,Offer1,Call Center,542.4,SUV,Medsize,0
Washington,4630.363287,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,64.0,3.0,59.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Small,1
California,4636.54647,Yes,Basic,College,Retired,M,26802.0,Suburban,Married,66.0,7.0,43.0,0.0,5.0,Personal Auto,Personal L2,Offer2,Agent,316.8,Two-Door Car,Medsize,0
Arizona,16387.34622375,No,Basic,High School or Below,Employed,M,89025.0,Urban,Married,64.0,32.0,10.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,179.251604,Four-Door Car,Large,2
California,3792.829528,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Married,104.0,23.0,76.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,748.8,SUV,Medsize,0
California,16387.34622375,No,Extended,Bachelor,Employed,F,52228.0,Suburban,Married,170.5,29.0,72.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Agent,964.2628512499998,Luxury SUV,Medsize,3
California,4715.469193,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Married,126.0,13.0,91.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,694.357961,SUV,Medsize,3
California,2288.763508,No,Basic,College,Unemployed,M,0.0,Suburban,Divorced,63.0,11.0,30.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,344.288189,Four-Door Car,Large,2
California,5670.132321,No,Basic,College,Employed,M,83086.0,Urban,Married,71.0,1.0,43.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Agent,320.486645,Four-Door Car,Medsize,2
Washington,7228.993348,No,Extended,High School or Below,Employed,M,53214.0,Suburban,Married,91.0,21.0,76.0,0.0,3.0,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Large,2
Oregon,11009.13049,Yes,Premium,Bachelor,Employed,F,51643.00000000001,Suburban,Single,170.5,16.0,43.0,0.0,1.0,Special Auto,Special L3,Offer2,Agent,964.2628512499998,Luxury Car,Medsize,1
Arizona,5639.941974,Yes,Basic,High School or Below,Employed,M,73168.0,Suburban,Married,70.0,21.0,50.0,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Agent,425.800112,Four-Door Car,Medsize,2
Washington,11196.46002,No,Premium,Bachelor,Unemployed,F,0.0,Suburban,Married,170.5,26.0,94.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,964.2628512499998,Luxury Car,Medsize,3
California,12840.43291,No,Extended,College,Unemployed,F,0.0,Suburban,Single,90.0,1.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,3
Oregon,8828.380695,No,Basic,Doctor,Employed,M,61246.0,Rural,Married,110.0,24.0,21.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,159.239518,Sports Car,Medsize,0
Washington,13268.79263,No,Premium,High School or Below,Employed,M,32761.999999999996,Urban,Married,112.0,26.0,74.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,326.926833,Four-Door Car,Medsize,2
California,3728.8740980000002,No,Basic,College,Unemployed,M,0.0,Suburban,Single,69.0,21.0,54.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,Medsize,0
Nevada,4983.114656,No,Extended,High School or Below,Unemployed,F,0.0,Suburban,Divorced,133.0,9.0,85.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,957.6,Sports Car,Large,3
Washington,13727.79972,Yes,Extended,College,Unemployed,M,0.0,Suburban,Single,126.0,12.0,4.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,0
California,8343.751519,No,Basic,College,Employed,F,64127.0,Rural,Single,71.0,31.0,19.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Branch,72.862304,Four-Door Car,Medsize,1
Oregon,7191.831645,No,Basic,High School or Below,Unemployed,M,0.0,Urban,Married,67.0,9.0,54.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,308.54976,Two-Door Car,Medsize,0
Washington,13759.14695,No,Extended,Bachelor,Retired,F,16794.0,Suburban,Single,96.0,7.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,460.8,Four-Door Car,Medsize,1
Nevada,9788.713108,No,Extended,Bachelor,Employed,M,31930.0,Rural,Married,83.0,19.0,30.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,37.699658,Four-Door Car,Medsize,2
Oregon,3360.44356,No,Extended,Master,Employed,M,74918.0,Urban,Single,85.0,13.0,74.0,0.0,1.0,Special Auto,Special L1,Offer4,Branch,314.246507,Two-Door Car,Medsize,0
Oregon,4887.794108,No,Extended,Bachelor,Employed,M,70742.0,Rural,Married,124.0,3.0,64.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,211.68058,SUV,Small,0
Oregon,7582.113841999999,Yes,Basic,College,Employed,M,64801.0,Urban,Married,64.0,23.0,19.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize,2
California,2516.213745,No,Basic,Bachelor,Employed,F,48829.0,Urban,Single,64.0,23.0,70.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,300.312635,Four-Door Car,Medsize,1
California,3571.34607,No,Extended,Doctor,Employed,F,73853.0,Suburban,Single,89.0,7.0,35.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,427.2,Four-Door Car,Small,1
Arizona,9868.595441,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Single,99.0,25.0,23.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,712.8,Four-Door Car,Medsize,2
Oregon,5375.821564,No,Basic,Bachelor,Employed,M,66844.0,Rural,Married,70.0,11.0,80.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Branch,104.977375,Four-Door Car,Medsize,2
California,4254.620669,Yes,Basic,High School or Below,Disabled,F,11904.0,Suburban,Single,61.0,34.0,11.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Web,292.8,Two-Door Car,Small,3
California,3061.052283,No,Extended,Bachelor,Employed,M,56869.0,Urban,Single,83.0,25.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,269.406119,Four-Door Car,Medsize,2
